Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Ajinjeru, Christine",SR-4,8.22,Wartburg Invite,"Feb 22, 2014"
,"Ajinjeru, Christine",SR-4,8.23,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Ajinjeru, Christine",SR-4,8.33,2014 Hilltop Invite,"Feb 1, 2014"
,"Clennon, Emily",SR-4,8.41,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Clennon, Emily",SR-4,8.43,Wartburg Invite,"Feb 22, 2014"
,"Clennon, Emily",SR-4,8.43,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Clennon, Emily",SR-4,8.5,2014 Hilltop Invite,"Feb 1, 2014"
,"Fritts, Rachel",SR-4,8.78,Wartburg Invite,"Feb 22, 2014"
,"Carpenter, Becca",JR-3,8.94,Wartburg Invite,"Feb 22, 2014"
,"Fritts, Rachel",SR-4,8.97,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Robert, Miranda",SR-4,8.98,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Carpenter, Becca",JR-3,9.01,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Robert, Miranda",SR-4,9.12,Darren Young Indoor Classic,"Feb 15, 2014"
,"Carpenter, Becca",JR-3,9.19,2014 Hilltop Invite,"Feb 1, 2014"
,"Silver, Brittany",JR-3,9.3,Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,9.4,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Robert, Miranda",JR-3,9.48,2014 Hilltop Invite,"Feb 1, 2014"
,"Carlson, Athena",JR-3,10.71,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
