Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",JR-3,10.92m,"35' 10""",Wartburg Invite,"Feb 22, 2014",0.0
,"Miller, Eloise",JR-3,10.77m,"35' 4""",Wartburg Invite,"Feb 22, 2014",0.0
,"Miller, Eloise",JR-3,10.70m,"35' 1.25""",Wartburg Invite,"Feb 22, 2014",0.0
,"Miller, Eloise",JR-3,10.69m,"35' 1""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,10.66m,"34' 11.75""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,10.66m,"34' 11.75""",Wartburg Invite,"Feb 22, 2014",0.0
,"Miller, Eloise",JR-3,10.63m,"34' 10.5""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,10.62m,"34' 10.25""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,10.59m,"34' 9""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,10.55m,"34' 7.5""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014",0.0
,"Miller, Eloise",JR-3,10.53m,"34' 6.75""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
