Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Burnell, Sarah",JR-3,10:31.35,2014 Hilltop Invite,"Feb 1, 2014"
,"Southern, Alosha",FR-1,10:39.40,Darren Young Indoor Classic,"Feb 15, 2014"
,"Southern, Alosha",FR-1,10:40.41,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Seer, Diana",JR-3,10:44.91,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Campbell, Paulina",SO-2,10:55.68,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Seer, Diana",JR-3,10:57.14,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Campbell, Paulina",SO-2,11:07.94,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Smith, Eva",SO-2,11:20.76,2014 Hilltop Invite,"Feb 1, 2014"
,"McNealy, Jesse",SO-2,11:32.07,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Bayly, Alison",SR-4,11:36.97,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"White, Cassidy",JR-3,11:46.58,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Roberts, Clare",SO-2,12:04.45,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"O'Malley, Bridget",SO-2,12:21.88,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
