Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Tyree, Daja",SO-2,9.86,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Tyree, Daja",SO-2,10.02,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Bresette-Buccino, Nora",SO-2,10.18,2014 Midwest Conference Championships,"Feb 28, 2014"
,"Tyree, Daja",SO-2,10.28,Wartburg Invite,"Feb 22, 2014"
,"Bresette-Buccino, Nora",SO-2,10.36,Darren Young Indoor Classic,"Feb 15, 2014"
,"Bresette-Buccino, Nora",SO-2,10.43,Wartburg Invite,"Feb 22, 2014"
,"Tyree, Daja",FR-1,10.53,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Bresette-Buccino, Nora",SO-2,10.63,2014 Hilltop Invite,"Feb 1, 2014"
,"Bresette-Buccino, Nora",SO-2,10.7,Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Tyree, Daja",FR-1,11.51,2014 Hilltop Invite,"Feb 1, 2014"
