Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Maddaus, Jordan",,8.59,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Bresnahan, Cara",FR-1,9.05,2016 Hilltop Invitational,"Jan 30, 2016"
,"Schmiechen, Alex",SO-2,9.21,Wartburg Indoor Invite,"Feb 20, 2016"
,"Schmiechen, Alex",SO-2,9.25,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Schmiechen, Alex",JR-3,9.3,2016 Hilltop Invitational,"Jan 30, 2016"
,"Schmiechen, Alex",SO-2,9.33,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Schmiechen, Alex",JR-3,9.41,Grinnell Indoor Invitational,"Feb 6, 2016"
