Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Miller, Isabelle",,1:05.93,Central College Last Chance Open,"May 19, 2010"
,"Brost, Liza",SR-4,1:16.35,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
