0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/20/2014,1,82,+12,9th/12
Prairie Fire Classic,3/28-29/2014,2,88-85=173,+31,38th/54
Wartburg Spring Invitational,"April 11-12, 2014",2,95-91=186,+42,t-92nd/98
Blueboy Invitational,4/18-19/2014,2,97-95=192,+48,t-49th/59
2014 MWC Men's Golf Championships,"May 1-3, 2014",3,94-95-93=282,+66,38th/43
SEASON TOTALS,SEASON TOTALS,10,915 Avg. 91.5,+20,-
