0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/20/2014,1,78,+8,8th/12
Prairie Fire Classic,3/28-29/2014,2,78-80=158,+16,t-20th/54
Wartburg Spring Invitational,"April 11-12, 2014",2,81-77=158,+14,t-39th/98
Blueboy Invitational,4/18-19/2014,2,92--4=92,+20,
2014 MWC Men's Golf Championships,"May 1-3, 2014",3,82-90-87=259,+43,28th/43
SEASON TOTALS,SEASON TOTALS,9,745 Avg. 82.8,+11,-
