Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Ragan, Eric",JR-3,55.72,Midwest Conference Championships,"May 11, 2012"
,"Ragan, Eric",JR-3,56.96,Midwest Conference Championships,"May 11, 2012"
,"Ragan, Eric",JR-3,57.18,Dick Young Classic,"Apr 21, 2012"
,"Ragan, Eric",JR-3,57.59,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Ragan, Eric",JR-3,58.12,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Ragan, Eric",JR-3,58.30,Loras Open,"Apr 28, 2012"
,"Singh, Harpreet",JR-3,59.10,Midwest Conference Championships,"May 11, 2012"
,"Singh, Harpreet",JR-3,59.17,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Singh, Harpreet",JR-3,59.69,Midwest Conference Championships,"May 11, 2012"
,"Singh, Harpreet",JR-3,59.96,Cornell Invitational,"Apr 14, 2012"
,"Singh, Harpreet",JR-3,1:00.69,Loras Open,"Apr 28, 2012"
,"Tyree, Isaiah",FR-1,1:02.81,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Singh, Harpreet",JR-3,1:03.07,Dick Young Classic,"Apr 21, 2012"
,"Tyree, Isaiah",FR-1,1:04.53,Loras Open,"Apr 28, 2012"
,"Tyree, Isaiah",FR-1,1:05.57,Cornell Invitational,"Apr 14, 2012"
