Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Fadden, Lucas",SO-2,6.86,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Fadden, Lucas",SO-2,6.87,Wartburg Qualifier,"Mar 1, 2024"
,"Fadden, Lucas",SO-2,6.88,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Fadden, Lucas",SO-2,6.89,Wartburg Qualifier,"Mar 1, 2024"
,"Fadden, Lucas",SO-2,6.89,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fadden, Lucas",SO-2,6.89,Darren Young Classic,"Feb 10, 2024"
,"Fadden, Lucas",SO-2,6.9,Grinnell Invitational,"Jan 27, 2024"
,"Fadden, Lucas",SO-2,6.92,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fadden, Lucas",SO-2,6.95,Darren Young Classic,"Feb 10, 2024"
,"Fadden, Lucas",SO-2,6.98,Grinnell Invitational,"Jan 27, 2024"
,"Fadden, Lucas",SO-2,7.0,Hilltop Invitational,"Jan 20, 2024"
,"Fadden, Lucas",SO-2,7.01,Hilltop Invitational,"Jan 20, 2024"
,"Fitzgerald, Keaton",SO-2,7.34,Darren Young Classic,"Feb 10, 2024"
,"Fornari, Luca",JR-3,7.38,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fitzgerald, Keaton",SO-2,7.38,Grinnell Invitational,"Jan 27, 2024"
,"Rathburn, Justin",FR-1,7.39,Grinnell Invitational,"Jan 27, 2024"
,"Fitzgerald, Keaton",SO-2,7.44,Hilltop Invitational,"Jan 20, 2024"
,"Fornari, Luca",JR-3,7.44,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Rathburn, Justin",FR-1,7.45,Hilltop Invitational,"Jan 20, 2024"
,"Rathburn, Justin",FR-1,7.47,Darren Young Classic,"Feb 10, 2024"
,"Rathburn, Justin",FR-1,7.5,Hilltop Invitational,"Jan 20, 2024"
,"Fitzgerald, Keaton",SO-2,7.63,Hilltop Invitational,"Jan 20, 2024"
,"Reed, Jack",FR-1,7.81,Grinnell Invitational,"Jan 27, 2024"
,"Reed, Jack",FR-1,7.88,Hilltop Invitational,"Jan 20, 2024"
,"Milenge, Moise",SO-2,8.15,Grinnell Invitational,"Jan 27, 2024"
,"Barnes, Khairy",FR-1,8.36,Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Barnes, Khairy",FR-1,8.42,Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Barnes, Khairy",FR-1,8.74,Hilltop Invitational,"Jan 20, 2024"
,"Spangler, Ryan",FR-1,8.75,Darren Young Classic,"Feb 10, 2024"
,"Barnes, Khairy",FR-1,8.78,Darren Young Classic,"Feb 10, 2024"
,"Barnes, Khairy",FR-1,8.89,Grinnell Invitational,"Jan 27, 2024"
