Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Gilbert, Aiden",JR-3,6.81m,"22' 4.25""",Mustang Open,"Apr 9, 2022",-2.1
,"Gilbert, Aiden",JR-3,6.63m,"21' 9""",Monmouth College Fighting Scots Outdoor,"May 7, 2022",1.0
,"Gilbert, Aiden",JR-3,6.53m,"21' 5.25""",Mustang Open,"Apr 9, 2022",-1.8
,"Gilbert, Aiden",JR-3,6.51m,"21' 4.25""",Dick Young Invitational,"Apr 23, 2022",0.0
,"Gilbert, Aiden",JR-3,6.45m,"21' 2""",2022 Kip Janvrin Open,"Apr 28, 2022",1.7
,"Gilbert, Aiden",JR-3,6.44m,"21' 1.5""",Dick Young Invitational,"Apr 23, 2022",0.0
,"Gilbert, Aiden",JR-3,6.43m,"21' 1.25""",Dick Young Invitational,"Apr 23, 2022",0.0
,"Gilbert, Aiden",JR-3,6.30m,"20' 8""",Monmouth College Fighting Scots Outdoor,"May 7, 2022",-1.5
,"Gilbert, Aiden",JR-3,6.23m,"20' 5.25""",Cornell College Invitational,"Apr 2, 2022",-0.3
,"Gilbert, Aiden",JR-3,6.19m,"20' 3.75""",Midwest Conference Outdoor Championship,"May 13, 2022",0.1
,"Gilbert, Aiden",JR-3,6.16m,"20' 2.5""",Cornell College Invitational,"Apr 2, 2022",0.0
,"Gilbert, Aiden",JR-3,6.01m,"19' 8.75""",Cornell College Invitational,"Apr 2, 2022",0.0
,"Gilbert, Aiden",JR-3,5.87m,"19' 3.25""",Cornell College Invitational,"Apr 2, 2022",-0.3
,"Gilbert, Aiden",JR-3,5.76m,"18' 10.75""",Mustang Open,"Apr 9, 2022",-3.2
