Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Willis, Zach",SR-4,1:56.25,Midwest Conference Outdoor Championship,"May 13, 2022"
,"O'Reilly, Declan",SR-4,1:56.43,Midwest Conference Outdoor Championship,"May 13, 2022"
,"O'Reilly, Declan",SR-4,1:57.35,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Willis, Zach",SR-4,1:57.39,Augustana College Twilight Qualifier,"May 19, 2022"
,"O'Reilly, Declan",SR-4,1:57.45,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Cantor, Micah",SO-2,1:57.75,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Cantor, Micah",SO-2,1:58.23,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Cantor, Micah",SO-2,1:58.46,Augustana College Twilight Qualifier,"May 19, 2022"
,"Willis, Zach",SR-4,1:58.46,2022 Kip Janvrin Open,"Apr 28, 2022"
,"O'Reilly, Declan",SR-4,1:58.77,Emory Thrills in the Hills Open,"Mar 25, 2022"
,"O'Reilly, Declan",SR-4,1:58.77,Mustang Open,"Apr 9, 2022"
,"Nickeson, Andrew",JR-3,1:59.16,Mustang Open,"Apr 9, 2022"
,"Willis, Zach",SR-4,1:59.36,Dick Young Invitational,"Apr 23, 2022"
,"Cantor, Micah",SO-2,1:59.48,2022 Kip Janvrin Open,"Apr 28, 2022"
,"O'Reilly, Declan",SR-4,1:59.88,Dick Young Invitational,"Apr 23, 2022"
,"Cantor, Micah",SO-2,2:00.03,Dick Young Invitational,"Apr 23, 2022"
,"Willis, Zach",SR-4,2:00.34,Emory Thrills in the Hills Open,"Mar 25, 2022"
,"O'Reilly, Declan",SR-4,2:00.59,Cornell College Invitational,"Apr 2, 2022"
,"Willis, Zach",SR-4,2:00.79,Cornell College Invitational,"Apr 2, 2022"
,"O'Reilly, Declan",SR-4,2:02.06,Augustana College Twilight Qualifier,"May 19, 2022"
,"Brotman, Eli",FR-1,2:02.27,Mustang Open,"Apr 9, 2022"
,"Boev, Ryan",FR-1,2:05.61,Dick Young Invitational,"Apr 23, 2022"
,"Boev, Ryan",FR-1,2:07.39,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
