Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Hiser, Alexander",FR-1,7.3,Darren Young Classic,"Feb 15, 2020"
,"Hiser, Alexander",FR-1,7.32,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Hiser, Alexander",FR-1,7.35,Hilltop Invitational,"Jan 25, 2020"
,"Hiser, Alexander",FR-1,7.38,Hilltop Invitational,"Jan 25, 2020"
,"Hiser, Alexander",FR-1,7.4,Darren Young Classic,"Feb 15, 2020"
,"Hiser, Alexander",FR-1,7.43,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Hiser, Alexander",FR-1,7.44,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Renaud, Quinn",SO-2,7.62,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Walcher, Kyler",FR-1,7.64,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Walcher, Kyler",FR-1,7.78,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Walcher, Kyler",FR-1,7.79,Hilltop Invitational,"Jan 25, 2020"
,"Walcher, Kyler",FR-1,7.92,Darren Young Classic,"Feb 15, 2020"
