Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lieberman, Matthew",JR-3,4:23.45,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Lieberman, Matthew",JR-3,4:24.64,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lieberman, Matthew",JR-3,4:28.89,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Harvey, Ben",SO-2,4:29.43,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Harvey, Ben",SO-2,4:36.49,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Lieberman, Matthew",JR-3,4:38.00,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Harvey, Ben",SO-2,4:38.15,Darren Young Classic,"Feb 15, 2020"
,"Harvey, Ben",SO-2,4:42.87,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Nickeson, Andrew",FR-1,4:43.61,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Nickeson, Andrew",FR-1,4:44.10,Darren Young Classic,"Feb 15, 2020"
,"Harvey, Ben",SO-2,4:44.32,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Harvey, Ben",SO-2,4:44.37,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Skidmore, Spencer",FR-1,4:57.03,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Snyder, Dan",SO-2,5:00.01,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"O'Reilly, Declan",JR-3,5:00.60,Hilltop Invitational,"Jan 25, 2020"
,"Willis, Zach",SO-2,5:03.38,Hilltop Invitational,"Jan 25, 2020"
,"Skidmore, Spencer",FR-1,5:04.32,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Snyder, Dan",SO-2,5:12.79,Darren Young Classic,"Feb 15, 2020"
,"Yardas, Olek",SR-4,5:23.43,Darren Young Classic,"Feb 15, 2020"
,"George, Andrew",JR-3,5:24.03,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Yardas, Olek",SR-4,5:29.63,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Osler, John",SR-4,5:31.63,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Lorch, Robert",JR-3,5:34.09,Hilltop Invitational,"Jan 25, 2020"
,"Markegard, Carter",JR-3,5:39.60,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Lorch, Robert",JR-3,5:47.00,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Markegard, Carter",JR-3,5:58.00,Darren Young Classic,"Feb 15, 2020"
,"Markegard, Carter",JR-3,5:59.77,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Applegate, Samual",FR-1,6:00.96,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Israni, Neil",FR-1,6:05.63,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Markegard, Carter",JR-3,6:07.03,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Applegate, Samuel",FR-1,6:08.85,Darren Young Classic,"Feb 15, 2020"
,"Markegard, Carter",JR-3,6:11.46,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Israni, Neil",FR-1,6:12.61,Darren Young Classic,"Feb 15, 2020"
,"Markegard, Carter",JR-3,6:16.96,Hilltop Invitational,"Jan 25, 2020"
,"Israni, Neil",FR-1,6:26.72,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
