0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/21/2013,1,86,+15,7th/11
Illinois Wesleyan Spring Invitational,4/5-6/2013,2,79-93=172,+28,t-99th/132
Wartburg College Spring Invite,4/13/2013,1,85,+13,t-62nd/79
Blueboy Invitational,4/20-21/2013,2,92-87=179,+35,31st/54
Scot-Fire Invite,4/26/2013,2,85-81=166,+23,t-45th/72
Midwest Conference Championship,5/2-4/13,2.5,84-44-89=217,+37,t-26th/45
SEASON TOTALS,SEASON TOTALS,10.5,905 Avg. 86.2,+14,-
