0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/21/2013,1,82,+11,5th/11
Illinois Wesleyan Spring Invitational,4/5-6/2013,2,82-94=176,+32,t-107th/132
Wartburg College Spring Invite,4/13/2013,1,85,+13,t-62nd/79
Blueboy Invitational,4/20-21/2013,2,90-81=171,+27,25th/54
Scot-Fire Invite,4/26/2013,2,88-85=173,+30,t-54th/72
Midwest Conference Championship,5/2-4/13,2.5,76-39-81=196,+16,4th/45
SEASON TOTALS,SEASON TOTALS,10.5,883 Avg. 84.1,+12,-
