0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/21/2013,1,87,+16,8th/11
Illinois Wesleyan Spring Invitational,4/5-6/2013,2,85-91=176,+32,t-107th/132
Wartburg College Spring Invite,4/13/2013,1,84,+12,t-59th/79
Blueboy Invitational,4/20-21/2013,2,84-92=176,+32,29th/54
Scot-Fire Invite,4/26/2013,2,86-81=167,+24,47th/72
Midwest Conference Championship,5/2-4/13,2.5,82-53-91=226,+46,t-33rd/45
SEASON TOTALS,SEASON TOTALS,10.5,916 Avg. 87.2,+15,-
