0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/21/2013,1,79,+8,t-3rd/11
Illinois Wesleyan Spring Invitational,4/5-6/2013,2,81-84=165,+21,t-74th/132
Wartburg College Spring Invite,4/13/2013,1,85,+13,t-62nd/79
Blueboy Invitational,4/20-21/2013,2,85-82=167,+23,t-20th/54
Scot-Fire Invite,4/26/2013,2,86-74=160,+17,t-32nd/72
Midwest Conference Championship,5/2-4/13,2.5,80-37-83=200,+20,t-11th/45
SEASON TOTALS,SEASON TOTALS,10.5,856 Avg. 81.5,+10,-
