0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/21/2013,1,93,+22,9th/11
Illinois Wesleyan Spring Invitational,4/5-6/2013,2,90-97=187,+43,119th/132
Wartburg College Spring Invite,4/13/2013,1,85,+13,t-62nd/79
Blueboy Invitational,4/20-21/2013,2,96-91=187,+43,t-37th/54
Scot-Fire Invite,4/26/2013,2,91-86=177,+34,59th/72
Midwest Conference Championship,5/2-4/13,2.5,95-46-83=224,+44,t-30th/45
SEASON TOTALS,SEASON TOTALS,10.5,953 Avg. 90.8,+19,-
