Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Oden, Melanie",SO-2,9.70m,"31' 10""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,8.07m,"26' 5.75""",Darren Young Classic,"Feb 11, 2023",NWI
