Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"James, Xavier",JR-3,57.96,Midwest Conference Outdoor Championships,"May 10, 2024"
,"James, Xavier",JR-3,58.16,Midwest Conference Outdoor Championships,"May 10, 2024"
,"James, Xavier",JR-3,58.81,Monmouth College Fighting Scots Invite,"May 4, 2024"
,"James, Xavier",JR-3,59.00,2024 Kip Janvrin Open,"Apr 25, 2024"
,"James, Xavier",JR-3,1:00.03,Cornell Invitational,"Apr 6, 2024"
,"Mendola, Noah",SO-2,1:01.04,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Leisher, Ilem",FR-1,1:01.25,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Mendola, Noah",SO-2,1:01.28,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Leisher, Ilem",FR-1,1:01.34,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Mendola, Noah",SO-2,1:01.36,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Williams, Carter",JR-3,1:01.91,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Leisher, Ilem",FR-1,1:03.01,Cornell Invitational,"Apr 6, 2024"
,"Leisher, Ilem",FR-1,1:03.11,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Mendola, Noah",SO-2,1:03.86,Cornell Invitational,"Apr 6, 2024"
