Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Reich, Alex",SR,15:08.43,Midwest Conference Championship,"May 13, 2011"
,"Reich, Alex",SR,15:26.94,Cornell Invitational,"Apr 9, 2011"
,"Deshpande, Shyam",SR-4,15:28.76,Cornell Invitational,"Apr 9, 2011"
,"Figge, Erik",,15:37.33,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Deshpande, Shyam",SR-4,15:39.82,Midwest Conference Championship,"May 13, 2011"
,"Figge, Erik",,15:40.76,Kip Janvrin Open,"Apr 28, 2011"
,"Tyler, Ben",,15:44.24,Cornell Invitational,"Apr 9, 2011"
,"Figge, Erik",,15:44.63,Cornell Invitational,"Apr 9, 2011"
,"Figge, Erik",,15:53.58,Midwest Conference Championship,"May 13, 2011"
,"Krauss, Dan",SR,16:13.35,Cornell Invitational,"Apr 9, 2011"
,"Tyler, Ben",,16:14.35,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Gallo, Chris",,17:24.01,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Menner, Jackson",,17:34.31,Dick Young Classic,"Apr 23, 2011"
,"Bell-Masterson, Jordan",SR,18:28.39,Dick Young Classic,"Apr 23, 2011"
,"Brown, David",,19:38.33,Monmouth Scots Invite,"May 7, 2011"
