Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Herrman, Davis",SR,51.15,Kip Janvrin Open,"Apr 28, 2011"
,"Herrman, Davis",SR,51.24,Cornell Invitational,"Apr 9, 2011"
,"Herrman, Davis",SR,51.27,Midwest Conference Championship,"May 13, 2011"
,"Herrman, Davis",SR,51.31,Dick Young Classic,"Apr 23, 2011"
,"Herrman, Davis",SR,51.39,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Herrman, Davis",SR,51.43,2011 Jim Duncan Invitational,"Apr 15, 2011"
,"Herrman, Davis",SR,51.57,Midwest Conference Championship,"May 13, 2011"
,"Banks, Quinton",,53.51,Dick Young Classic,"Apr 23, 2011"
,"Banks, Quinton",,53.71,Monmouth Scots Invite,"May 7, 2011"
,"Banks, Quinton",,53.87,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Garwood, David",,54.44,Monmouth Scots Invite,"May 7, 2011"
,"Levy, Sam",SR,54.51,Dick Young Classic,"Apr 23, 2011"
,"Edwards, Ronald",,54.55,Kip Janvrin Open,"Apr 28, 2011"
,"Garwood, David",,54.67,Cornell Invitational,"Apr 9, 2011"
,"Garwood, David",,54.73,Kip Janvrin Open,"Apr 28, 2011"
,"Garwood, David",,54.92,Dick Young Classic,"Apr 23, 2011"
,"Garwood, David",,55.01,Midwest Conference Championship,"May 13, 2011"
,"Edwards, Ronald",,56.09,Dick Young Classic,"Apr 23, 2011"
,"Tylinski, Michael",,56.58,Midwest Conference Championship,"May 13, 2011"
,"Garwood, David",,56.61,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Tylinski, Michael",,56.9,Cornell Invitational,"Apr 9, 2011"
,"Singh, Harpreet",SR,58.04,Cornell Invitational,"Apr 9, 2011"
