Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"DeLong, Noah",SR-4,1:55.78,Midwest Conference Championship,"May 13, 2011"
,"DeLong, Noah",SR-4,1:58.08,Monmouth Scots Invite,"May 7, 2011"
,"Krauth, Sam",,1:58.78,Midwest Conference Championship,"May 13, 2011"
,"Krauth, Sam",,1:59.35,Kip Janvrin Open,"Apr 28, 2011"
,"DeLong, Noah",SR-4,1:59.56,Dick Young Classic,"Apr 23, 2011"
,"Krauth, Sam",,2:00.43,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Wilson, Chris",SR-4,2:01.22,Monmouth Scots Invite,"May 7, 2011"
,"Krauth, Sam",,2:01.50,Dick Young Classic,"Apr 23, 2011"
,"Wilson, Chris",SR-4,2:03.74,Midwest Conference Championship,"May 13, 2011"
,"Wilson, Chris",SR-4,2:04.66,Dick Young Classic,"Apr 23, 2011"
,"Wilson, Chris",SR-4,2:04.89,Cornell Invitational,"Apr 9, 2011"
,"Tylinski, Michael",,2:06.01,2011 Jim Duncan Invitational,"Apr 15, 2011"
,"Tylinski, Michael",,2:06.38,Monmouth Scots Invite,"May 7, 2011"
,"Tylinski, Michael",,2:06.43,Dick Young Classic,"Apr 23, 2011"
,"Tylinski, Michael",,2:06.86,Kip Janvrin Open,"Apr 28, 2011"
,"Tylinski, Michael",,2:08.70,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Salazar, David",,2:16.19,Kip Janvrin Open,"Apr 28, 2011"
,"Seng, John",,2:18.30,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Fretheim, Arthur",,2:40.47,Dick Young Classic,"Apr 23, 2011"
