Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",SR-4,1:59.46,Wartburg Indoor Invite,"Feb 20, 2016"
,"Kolacia, Nate",SR-4,2:00.79,2016 Hilltop Invitational,"Jan 30, 2016"
,"Kolacia, Nate",SR-4,2:01.58,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Anderson, Kevin",SO-2,2:01.98,Wartburg Indoor Invite,"Feb 20, 2016"
,"Crail, Nathaniel",FR-1,2:02.21,Wartburg Indoor Invite,"Feb 20, 2016"
,"Baumann, Joel",SO-2,2:03.13,Wartburg Indoor Invite,"Feb 20, 2016"
,"Crail, Nathaniel",SO-2,2:03.48,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Anderson, Kevin",SO-2,2:03.85,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Crail, Nathaniel",FR-1,2:03.93,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Baumann, Joel",JR-3,2:04.09,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Crail, Nathaniel",SO-2,2:04.36,2016 Hilltop Invitational,"Jan 30, 2016"
,"Anderson, Kevin",SO-2,2:04.88,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Kolacia, Nate",SR-4,2:05.50,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Anderson, Kevin",JR-3,2:06.65,2016 Hilltop Invitational,"Jan 30, 2016"
,"Baumann, Joel",JR-3,2:06.85,2016 Hilltop Invitational,"Jan 30, 2016"
,"Jensen, Joshua",SO-2,2:07.29,Grinnell Indoor Invitational,"Feb 6, 2016"
,"O'Reilly, Sean",FR-1,2:10.21,Wartburg Indoor Invite,"Feb 20, 2016"
,"Murphy, Matthew",JR-3,2:10.94,2016 Hilltop Invitational,"Jan 30, 2016"
,"Murphy, Matthew",SO-2,2:11.40,Wartburg Indoor Invite,"Feb 20, 2016"
,"Murphy, Matthew",SO-2,2:12.54,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"O'Reilly, Sean",FR-1,2:14.16,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"O'Reilly, Sean",SO-2,2:15.74,2016 Hilltop Invitational,"Jan 30, 2016"
,"Margida, Greg",SR-4,2:18.09,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Gleason, Keanan",JR-3,2:22.56,2016 Hilltop Invitational,"Jan 30, 2016"
,"Margida, Greg",SR-4,2:22.62,Grinnell Indoor Invitational,"Feb 6, 2016"
