Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"silvia, colton",,52.85,Wartburg Indoor Invite,"Feb 20, 2016"
,"Braun, Jonathan",JR-3,53.71,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Braun, Jonathan",,54.65,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Silvia, Colton",,55.27,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Gallagher, John",JR-3,56.57,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"McGriff, Zach",,57.15,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Brunet, Chris",FR-1,58.44,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Brunet, Chris",FR-1,1:00.10,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Brunet, Chris",,1:00.31,2016 Hilltop Invitational,"Jan 30, 2016"
,"Burnette, Tim",,1:04.44,2016 Hilltop Invitational,"Jan 30, 2016"
,"Hung, Ryan",,1:07.17,Grinnell Indoor Invitational,"Feb 6, 2016"
