Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Dalton, Adam",SR-4,8:48.78,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"Dalton, Adam",SR-4,8:50.41,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Lennon, John",FR-1,8:56.26,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"McLean, Anthony",JR-3,9:01.75,Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,"McLean, Anthony",JR-3,9:09.64,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Lennon, John",FR-1,9:10.85,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Lennon, John",SO-2,9:21.16,2016 Hilltop Invitational,"Jan 30, 2016"
,"Gregorich-Trevor, Connor",SO-2,9:29.15,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Malone, Ian",SO-2,9:36.18,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Gregorich-Trevor, Connor",JR-3,9:43.59,2016 Hilltop Invitational,"Jan 30, 2016"
,"Bass, Stewart",SO-2,9:48.32,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Mundell, Lex",SR-4,9:48.63,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Malone, Ian",SR-4,9:57.65,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Healey, Aidan",SO-2,9:57.94,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Bass, Stewart",JR-3,10:02.75,2016 Hilltop Invitational,"Jan 30, 2016"
,"Gleason, Keanan",SO-2,10:04.91,Wartburg Indoor Invite,"Feb 20, 2016"
,"Gleason, Keanan",JR-3,10:12.06,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Gleason, Keanan",SO-2,10:14.37,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Mulligan, Connor",SR-4,10:24.97,Grinnell Indoor Invitational,"Feb 6, 2016"
,"Mulligan, Connor",JR-3,10:52.26,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,"Kane, Phillip",FR-1,10:57.62,Wartburg Indoor Invite,"Feb 20, 2016"
,"Kane, Phillip",FR-1,11:16.98,Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
