Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",JR-3,5.17m,"16' 11.5""",Wartburg Invite,"Feb 22, 2014",0.0
,"Miller, Eloise",JR-3,5.10m,"16' 8.75""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,5.03m,"16' 6""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,5.00m,"16' 5""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Miller, Eloise",JR-3,4.95m,"16' 3""",Darren Young Indoor Classic,"Feb 15, 2014",0.0
,"Miller, Eloise",JR-3,4.85m,"15' 11""",Wartburg Invite,"Feb 22, 2014",0.0
,"Miller, Eloise",JR-3,4.64m,"15' 2.75""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Robert, Miranda",SR-4,4.46m,"14' 7.75""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Robert, Miranda",SR-4,4.28m,"14' 0.5""",2014 Midwest Conference Championships,"Feb 28, 2014",0.0
,"Robert, Miranda",SR-4,4.05m,"13' 3.5""",Wartburg Invite,"Feb 22, 2014",0.0
,"Robert, Miranda",JR-3,3.89m,"12' 9.25""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014",0.0
