Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Roark, Hannah",JR-3,10:36.39,Dutch Athletic Classic,"Jan 17, 2025"
,"Ford, Sophia",SR-4,12:19.87,Dutch Athletic Classic,"Jan 17, 2025"
,"Spindler-Krage, Sophi",FR-1,12:21.60,Dutch Athletic Classic,"Jan 17, 2025"
,"Lackey, Katya",SO-2,12:22.54,Dutch Athletic Classic,"Jan 17, 2025"
,"Divadeenam, Rowan",SO-2,12:33.87,Dutch Athletic Classic,"Jan 17, 2025"
,"Rainey, Quinby",SO-2,12:46.86,Dutch Athletic Classic,"Jan 17, 2025"
