Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Mayo, Lily",FR-1,5.03m,"16' 6""",Grinnell Opener Invite,"Dec 6, 2024",NWI
,"Landers, Rajanea",FR-1,4.89m,"16' 0.5""",Grinnell Opener Invite,"Dec 6, 2024",NWI
,"Oden, Melanie",JR-3,4.38m,"14' 4.5""",Dutch Athletic Classic,"Jan 17, 2025",NWI
