""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Lara Czajkowski,,-,,/
,Elin Egeness,,-,,/
,Sally Goodspeed,,-,,/
,Tammy McAlpine,,-,,/
,Kendra Potz,,-,,/
,Michelle Raymer,,-,,/
,Amy Robinson,,-,,/
,Kara Hallett,,-,So.,/
,Tasha Johnson,,-,Fr.,/
,Sara Schoen,,-,So.,/
,Briana Sye,,-,Jr.,/
,Jodi Van Meter,,-,Fr.,/
,Dacey Waldron,,-,So.,/
,Steph Walters,,-,Fr.,/
