""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Acrivi Coromelas,,-,,/
,Ellen Gibson,,-,,/
,Cathy Stella,,-,,/
,Amber Watson,,-,,/
,Tai Duncan,,-,Fr.,/
,Jessica Halverson,,-,Jr.,/
,Katie Hanck,,-,Jr.,/
,Angie Jensen,,-,Jr.,/
,Maiko Moratani,,-,Jr.,/
,Marie Opsahl-Lister,,-,Fr.,/
,Stephanie Schmidt,,-,Fr.,/
,Curran Trick,,-,So.,/
