""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Julie Bowers,,-,,/
,Marily Curran,,-,,/
,Ruth Gresser,,-,,/
,Molly Babcock,,-,Fr.,/
,Sarah Brichford,,-,So.,/
,Kim Krutilla,,-,Jr.,/
,Paula Moon,,-,Fr.,/
,Stephanie Nelson,,-,Jr.,/
,Renae Reese,,-,Fr.,/
,Catherine Sessler,,-,So.,/
,Monica Shilling,,-,Fr.,/
,Rosemary Strunk,,-,Fr.,/
,Elizabeth Valenti,,-,Fr.,/
