""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Emily Fargione,,-,,/
,Cecelia Kees,,-,,/
,Jocie Luglio,,-,,/
,Kristen Melby,,-,,/
,Katie Munley,,-,,/
,Tina Popson,,-,,/
,Sally Goodspeed,,-,Fr.,/
,Kara Hallett,,-,Jr.,/
,Tasha Johnson,,-,So.,/
,Maya May,,-,Fr.,/
,Michelle Raymer,,-,Fr.,/
,Amy Robinson,,-,Fr.,/
,Sara Schoen,,-,Jr.,/
,Dacey Waldron,,-,Jr.,/
