Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",SO-2,6.53m,"21' 5.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Warnock, Gavin",SO-2,6.50m,"21' 4""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Warnock, Gavin",SO-2,6.43m,"21' 1.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Warnock, Gavin",SO-2,6.32m,"20' 9""",Wartburg Invitational,"Feb 18, 2012",0.0
,"Warnock, Gavin",SO-2,6.30m,"20' 8""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.30m,"20' 8""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.26m,"20' 6.5""",Wartburg Invitational,"Feb 18, 2012",0.0
,"Warnock, Gavin",SO-2,6.25m,"20' 6.25""",Wartburg Invitational,"Feb 18, 2012",0.0
,"Warnock, Gavin",SO-2,6.21m,"20' 4.5""",Wartburg Invitational,"Feb 18, 2012",0.0
,"Warnock, Gavin",SO-2,6.11m,"20' 0.5""",2012 Hilltop Invite,"Feb 4, 2012",0.0
,"Warnock, Gavin",SO-2,6.10m,"20' 0.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.10m,"20' 0.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.09m,"19' 11.75""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.09m,"19' 11.75""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.08m,"19' 11.5""",2012 Hilltop Invite,"Feb 4, 2012",0.0
,"Warnock, Gavin",SO-2,6.06m,"19' 10.75""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,6.06m,"19' 10.75""",2012 Hilltop Invite,"Feb 4, 2012",0.0
,"Warnock, Gavin",SO-2,6.06m,"19' 10.75""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,5.92m,"19' 5.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,5.92m,"19' 5.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,5.90m,"19' 4.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,5.90m,"19' 4.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Warnock, Gavin",SO-2,5.74m,"18' 10""",Dutch Athletics Classic,"Jan 27, 2012",0.0
,"Warnock, Gavin",SO-2,5.68m,"18' 7.75""",Dutch Athletics Classic,"Jan 27, 2012",0.0
,"Warnock, Gavin",SO-2,5.68m,"18' 7.75""",2012 Hilltop Invite,"Feb 4, 2012",0.0
,"Warnock, Gavin",SO-2,5.65m,"18' 6.5""",Dutch Athletics Classic,"Jan 27, 2012",0.0
,"Hirakawa, Andy",SR-4,5.47m,"17' 11.5""",Dutch Athletics Classic,"Jan 27, 2012",0.0
,"Hirakawa, Andy",SR-4,5.10m,"16' 8.75""",Dutch Athletics Classic,"Jan 27, 2012",0.0
