Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Moorehead, Kyle",FR-1,1:57.63,Iowa State Qualifier,"Mar 3, 2012"
,"Moorehead, Kyle",FR-1,1:59.05,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Moorehead, Kyle",FR-1,2:00.24,Wartburg Invitational,"Feb 18, 2012"
,"Krauth, Sam",SO-2,2:02.21,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Krauth, Sam",SO-2,2:03.09,Darren Young Classic,"Feb 11, 2012"
,"Moorehead, Kyle",FR-1,2:04.21,2012 Hilltop Invite,"Feb 4, 2012"
,"Moorehead, Kyle",FR-1,2:05.72,Darren Young Classic,"Feb 11, 2012"
,"McCallum-Cook, Ian",SR-4,2:06.84,Darren Young Classic,"Feb 11, 2012"
,"McCallum-Cook, Ian",JR-3,2:08.33,2012 Hilltop Invite,"Feb 4, 2012"
,"Harris, Joe",SO-2,2:10.33,Darren Young Classic,"Feb 11, 2012"
,"Seng, John",SO-2,2:10.35,Wartburg Invitational,"Feb 18, 2012"
,"Courtney, Ryan",FR-1,2:12.84,Wartburg Invitational,"Feb 18, 2012"
,"McCallum-Cook, Ian",SR-4,2:29.82,Wartburg Invitational,"Feb 18, 2012"
