Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Edassery, Sonia",JR-3,59.09,Augustana College Midwest Twilight Qualifier,"May 18, 2023"
,"Edassery, Sonia",JR-3,59.33,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Edassery, Sonia",JR-3,59.76,Rittgers Invitational,"Apr 7, 2023"
,"Edassery, Sonia",JR-3,1:00.29,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Edassery, Sonia",JR-3,1:00.64,D3 Challenge,"Mar 25, 2023"
,"Frasca, Athena",JR-3,1:04.12,Dick Young Classic,"Apr 22, 2023"
,"Reid, Sam",SO-2,1:05.51,Norse Invite,"Apr 15, 2023"
,"Ong, Caitlin",FR-1,1:05.89,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Ong, Caitlin",FR-1,1:06.28,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Reid, Sam",SO-2,1:06.67,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Ong, Caitlin",FR-1,1:06.87,Norse Invite,"Apr 15, 2023"
,"Ong, Caitlin",FR-1,1:07.02,D3 Challenge,"Mar 25, 2023"
,"Rabbani, Allison",SO-2,1:08.05,Norse Invite,"Apr 15, 2023"
