Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Miyamoto, Keely",FR-1,17:41.20,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Miyamoto, Keely",FR-1,18:14.80,Norse Invite,"Apr 15, 2023"
,"Miyamoto, Keely",FR-1,18:17.36,Rittgers Invitational,"Apr 7, 2023"
,"Miyamoto, Keely",FR-1,18:19.73,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Karow, Morgan",FR-1,18:43.73,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Roark, Hannah",FR-1,18:49.51,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Karow, Morgan",FR-1,18:53.32,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Schaefer, Emma",SR-4,18:53.95,Mustang Open,"Apr 1, 2023"
,"Roark, Hannah",FR-1,18:54.06,Norse Invite,"Apr 15, 2023"
,"Diamond-Berman, Mira",SO-2,18:56.38,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Schaefer, Emma",SR-4,18:57.20,Norse Invite,"Apr 15, 2023"
,"Karow, Morgan",FR-1,18:58.04,Norse Invite,"Apr 15, 2023"
,"Schaefer, Emma",SR-4,19:01.25,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Diamond-Berman, Mira",SO-2,19:02.63,Norse Invite,"Apr 15, 2023"
,"Karow, Morgan",FR-1,19:02.84,Rittgers Invitational,"Apr 7, 2023"
,"Diamond-Berman, Mira",SO-2,19:04.01,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Roark, Hannah",FR-1,19:16.81,Midwest Conference Outdoor Championships,"May 12, 2023"
,"Barba, Diana",FR-1,19:35.47,Norse Invite,"Apr 15, 2023"
,"Roark, Hannah",FR-1,20:01.89,D3 Challenge,"Mar 25, 2023"
,"Ford, Sophia",SO-2,20:27.91,2023 Kip Janvrin Open,"Apr 27, 2023"
,"Barba, Diana",FR-1,20:30.48,D3 Challenge,"Mar 25, 2023"
,"Ford, Sophia",SO-2,20:42.39,Mustang Open,"Apr 1, 2023"
