Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",JR-3,11.65m,"38' 2.75""",MWC Conference Championships,"May 8, 2015",-1.0
,"Miller, Eloise",JR-3,11.59m,"38' 0.25""",MWC Conference Championships,"May 8, 2015",0.8
,"Miller, Eloise",JR-3,11.56m,"37' 11.25""",MWC Conference Championships,"May 8, 2015",0.0
,"Miller, Eloise",JR-3,11.49m,"37' 8.5""",MWC Conference Championships,"May 8, 2015",0.4
,"Miller, Eloise",JR-3,11.28m,"37' 0.25""",MWC Conference Championships,"May 8, 2015",-1.2
,"Miller, Eloise",JR-3,11.17m,"36' 7.75""",2015 Kip Janvrin Open,"Apr 23, 2015",-1.3
,"Miller, Eloise",JR-3,11.02m,"36' 2""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Miller, Eloise",JR-3,10.94m,"35' 10.75""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
,"Miller, Eloise",JR-3,10.86m,"35' 7.75""",2015 Kip Janvrin Open,"Apr 23, 2015",-0.3
,"Miller, Eloise",JR-3,10.59m,"34' 9""",2015 Jim Duncan Invitational,"Apr 10, 2015",2.0
,"Miller, Eloise",JR-3,10.33m,"33' 10.75""",Emory Classic,"Mar 27, 2015",-2.5
