Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",SO-2,4:46.35,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Young, Shannon",SO-2,4:57.38,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Young, Shannon",SO-2,5:08.42,MWC Conference Championships,"May 8, 2015"
,"Zimmerman, Emma",FR-1,5:10.19,MWC Conference Championships,"May 8, 2015"
,"Pinnette, Ellen",JR-3,5:12.48,MWC Conference Championships,"May 8, 2015"
,"Luhmann, Emma",FR-1,5:13.03,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Zimmerman, Emma",FR-1,5:13.34,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Zimmerman, Emma",FR-1,5:16.73,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Yndestad, Karin",SO-2,5:19.11,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Yndestad, Karin",SO-2,5:19.51,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Yndestad, Karin",SO-2,5:19.57,Emory Classic,"Mar 27, 2015"
,"Yndestad, Karin",SO-2,5:19.57,Emory Classic,"Mar 27, 2015"
,"Pinnette, Ellen",JR-3,5:22.09,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Teagle, Whitney",FR-1,5:23.10,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"O'Malley, Bridget",JR-3,5:25.47,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"O'Malley, Bridget",JR-3,5:26.90,Emory Classic,"Mar 27, 2015"
,"O'Malley, Bridget",JR-3,5:26.90,Emory Classic,"Mar 27, 2015"
,"Williams, Meta",FR-1,5:34.61,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"McKechnie, Caryn",SO-2,5:46.76,2015 Cornell Outdoor Invite,"Apr 4, 2015"
