Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Oden, Melanie",SO-2,9.70m,"31' 10""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Oden, Melanie",SO-2,9.69m,"31' 9.5""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Oden, Melanie",SO-2,9.63m,"31' 7.25""",Darren Young Classic,"Feb 11, 2023",NWI
,"Oden, Melanie",SO-2,9.59m,"31' 5.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Oden, Melanie",SO-2,9.58m,"31' 5.25""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Oden, Melanie",SO-2,9.37m,"30' 9""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Oden, Melanie",SO-2,9.30m,"30' 6.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Oden, Melanie",SO-2,9.28m,"30' 5.5""",Darren Young Classic,"Feb 11, 2023",NWI
,"Oden, Melanie",SO-2,9.27m,"30' 5""",Grinnell Opener,"Dec 9, 2022",NWI
,"Oden, Melanie",SO-2,9.25m,"30' 4.25""",Darren Young Classic,"Feb 11, 2023",NWI
,"Oden, Melanie",SO-2,9.23m,"30' 3.5""",Darren Young Classic,"Feb 11, 2023",NWI
,"Oden, Melanie",SO-2,9.19m,"30' 2""",Grinnell Opener,"Dec 9, 2022",NWI
,"Oden, Melanie",SO-2,9.18m,"30' 1.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Oden, Melanie",SO-2,9.14m,"30' 0""",Darren Young Classic,"Feb 11, 2023",NWI
,"Oden, Melanie",SO-2,9.13m,"29' 11.5""",Grinnell Opener,"Dec 9, 2022",NWI
,"Oden, Melanie",SO-2,9.01m,"29' 6.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023",NWI
,"Oden, Melanie",SO-2,8.96m,"29' 4.75""",Grinnell Opener,"Dec 9, 2022",NWI
,"Oden, Melanie",SO-2,8.83m,"28' 11.75""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,8.07m,"26' 5.75""",Darren Young Classic,"Feb 11, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.99m,"26' 2.75""",Darren Young Classic,"Feb 11, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.95m,"26' 1""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.94m,"26' 0.75""",Hilltop Invitational,"Jan 21, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.86m,"25' 9.5""",Grinnell Invitational,"Jan 28, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.84m,"25' 8.75""",Hilltop Invitational,"Jan 21, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.76m,"25' 5.5""",Hilltop Invitational,"Jan 21, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.73m,"25' 4.5""",Darren Young Classic,"Feb 11, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.73m,"25' 4.5""",Hilltop Invitational,"Jan 21, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.63m,"25' 0.5""",Darren Young Classic,"Feb 11, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.51m,"24' 7.75""",Hilltop Invitational,"Jan 21, 2023",NWI
,"Vollmayr-Lee, Mira",FR-1,7.47m,"24' 6.25""",Grinnell Invitational,"Jan 28, 2023",NWI
