Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Carchidi, Eva",FR-1,8.04,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Carchidi, Eva",FR-1,8.07,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Edassery, Sonia",JR-3,8.4,Hilltop Invitational,"Jan 21, 2023"
,"Edassery, Sonia",JR-3,8.46,Hilltop Invitational,"Jan 21, 2023"
,"Taylor, Ava",SO-2,8.48,Hilltop Invitational,"Jan 21, 2023"
,"Frasca, Athena",SR-4,8.52,Grinnell Opener,"Dec 9, 2022"
,"Taylor, Ava",SO-2,8.53,Hilltop Invitational,"Jan 21, 2023"
,"Oden, Melanie",SO-2,8.54,Hilltop Invitational,"Jan 21, 2023"
,"Frasca, Athena",SR-4,8.55,Hilltop Invitational,"Jan 21, 2023"
,"Frasca, Athena",SR-4,8.59,Hilltop Invitational,"Jan 21, 2023"
,"Oden, Melanie",SO-2,8.71,Hilltop Invitational,"Jan 21, 2023"
,"Ong, Caitlin",FR-1,9.23,Darren Young Classic,"Feb 11, 2023"
,"Strovers, Maddy",FR-1,9.44,Hilltop Invitational,"Jan 21, 2023"
,"Strovers, Maddy",FR-1,9.45,Darren Young Classic,"Feb 11, 2023"
,"Strovers, Maddy",FR-1,9.48,Grinnell Opener,"Dec 9, 2022"
,"Natalie, Alexandra",FR-1,9.93,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Natalie, Alexandra",FR-1,10.06,Darren Young Classic,"Feb 11, 2023"
,"Natalie, Alexandra",FR-1,10.23,Grinnell Invitational,"Jan 28, 2023"
,"Natalie, Alexandra",FR-1,10.34,Grinnell Opener,"Dec 9, 2022"
,"Natalie, Alexandra",FR-1,10.38,Hilltop Invitational,"Jan 21, 2023"
,"Nassoko, Sira",FR-1,10.42,Hilltop Invitational,"Jan 21, 2023"
,"Nassoko, Sira",FR-1,10.54,Grinnell Opener,"Dec 9, 2022"
,"Nassoko, Sira",FR-1,10.62,Grinnell Invitational,"Jan 28, 2023"
