Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Gilbert, Aiden",SO-2,6.68m,"21' 11""",IC True Blue Invitational,"May 1, 2021",0.6
,"Gilbert, Aiden",SO-2,6.59m,"21' 7.5""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021",1.9
,"Gilbert, Aiden",SO-2,6.45m,"21' 2""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Hiser, Alexander",SO-2,6.41m,"21' 0.5""",IC True Blue Invitational,"May 1, 2021",0.5
,"Hiser, Alexander",SO-2,6.41m,"21' 0.5""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021",2.0
,"Hiser, Alexander",SO-2,6.39m,"20' 11.75""",IC True Blue Invitational,"May 1, 2021",1.3
,"Gilbert, Aiden",SO-2,6.37m,"20' 10.75""",IC True Blue Invitational,"May 1, 2021",0.8
,"Gilbert, Aiden",SO-2,6.33m,"20' 9.25""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Hiser, Alexander",SO-2,6.16m,"20' 2.5""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Hiser, Alexander",SO-2,5.91m,"19' 4.75""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.9
,"Hiser, Alexander",SO-2,5.75m,"18' 10.5""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Hiser, Alexander",SO-2,5.63m,"18' 5.75""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Breshears, Kort",SO-2,5.22m,"17' 1.5""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Breshears, Kort",SO-2,5.13m,"16' 10""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
,"Breshears, Kort",SO-2,4.32m,"14' 2.25""",2021 Prairie Fire Invitational,"Apr 24, 2021",0.0
