""
IMAGE,NAME,YR.,HOMETOWN / HIGH SCHOOL
,Julia Echikson,Sr.,"Uccle, Belgium / European School III"
,Nina Kouchi,So.,"Charlotte, N.C. / Providence"
,Lexi Mueldener,Fr.,"Arvada, Colo. / Ralston Valley"
,Danielle Oberlander,Jr.,"Las Vegas, Nev. / Bishop Gorman"
,Zoe Robinson,Fr.,"Nashville, Tenn. / Martin L. King Jr. Magnet"
,Aubrie Torhorst,Fr.,"Waterford, Wis. / Waterford Union"
