Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",FR-1,5.14m,"16' 10.5""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Miller, Eloise",FR-1,5.03m,"16' 6""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Miller, Eloise",FR-1,5.01m,"16' 5.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Miller, Eloise",FR-1,4.99m,"16' 4.5""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012",0.0
,"Miller, Eloise",FR-1,4.83m,"15' 10.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.83m,"15' 10.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.77m,"15' 7.75""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.77m,"15' 7.75""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.70m,"15' 5""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.70m,"15' 5""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.67m,"15' 4""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.67m,"15' 4""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.63m,"15' 2.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.63m,"15' 2.25""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.62m,"15' 2""",Darren Young Classic,"Feb 11, 2012",0.0
,"Miller, Eloise",FR-1,4.62m,"15' 2""",Darren Young Classic,"Feb 11, 2012",0.0
