Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Fujiwara, Mikayla",FR-1,42:38.47,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Breunig, Madeleine",FR-1,47:12.37,Midwest Conference Outdoor Championship,"May 12, 2017"
