Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lieberman, Matthew",SO-2,9:12.04,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Lennon, John",SR-4,9:17.43,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Osler, John",SR-4,9:20.53,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Osler, John",SR-4,9:24.07,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Harvey, Ben",FR-1,9:27.70,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Chamberland, Lucas",SO-2,9:30.64,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Harrison, Kody",FR-1,9:32.22,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Chamberland, Lucas",SO-2,9:36.96,Luther Alumni Meet,"Feb 2, 2019"
,"Harvey, Ben",FR-1,9:37.27,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"George, Andrew",SO-2,10:35.47,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"George, Andrew",SO-2,10:51.31,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Rowekamp, Sam",FR-1,10:54.55,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Rowekamp, Sam",FR-1,10:55.49,Wartburg Indoor Invite,"Feb 16, 2019"
