Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lennon, John",SR-4,4:33.58,Luther Alumni Meet,"Feb 2, 2019"
,"Lieberman, Matthew",SO-2,4:36.11,Luther Alumni Meet,"Feb 2, 2019"
,"Lieberman, Matthew",SO-2,4:38.50,Wartburg Indoor Invite,"Feb 16, 2019"
,"Lennon, John",SR-4,4:39.12,Wartburg Indoor Invite,"Feb 16, 2019"
,"Lieberman, Matthew",SO-2,4:39.34,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Gregor, Justin",SR-4,4:49.31,Luther Alumni Meet,"Feb 2, 2019"
,"Harvey, Ben",FR-1,4:51.57,Wartburg Indoor Invite,"Feb 16, 2019"
,"Lorch, Robert",SO-2,4:53.29,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"O'Reilly, Sean",SR-4,4:54.66,Luther Alumni Meet,"Feb 2, 2019"
,"Lorch, Robert",SO-2,4:55.14,Wartburg Indoor Invite,"Feb 16, 2019"
,"Chamberland, Lucas",SO-2,4:56.11,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Lorch, Robert",SO-2,4:59.69,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Lorch, Robert",SO-2,5:08.88,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Rowekamp, Sam",FR-1,5:25.05,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Markegard, Carter",SO-2,5:32.44,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Rowekamp, Sam",FR-1,5:44.26,Luther Alumni Meet,"Feb 2, 2019"
,"Markegard, Carter",SO-2,6:14.36,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Markegard, Carter",SO-2,6:26.71,Hilltop Invitational,"Jan 19, 2019"
,"Markegard, Carter",SO-2,6:28.32,Luther Alumni Meet,"Feb 2, 2019"
,"Markegard, Carter",SO-2,7:00.33,Wartburg Indoor Invite,"Feb 16, 2019"
