Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Willis, Zach",FR-1,52.48,Wartburg Indoor Invite,"Feb 16, 2019"
,"Willis, Zach",FR-1,52.52,Luther Alumni Meet,"Feb 2, 2019"
,"Shults, Andrew",SR-4,52.72,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Ampim-Darko, Papa Kojo",SR-4,52.90,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"O'Reilly, Declan",SO-2,53.09,Wartburg Indoor Invite,"Feb 16, 2019"
,"Shults, Andrew",SR-4,53.25,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"O'Reilly, Declan",SO-2,53.34,Luther Alumni Meet,"Feb 2, 2019"
,"Nadesan, Kamal",SR-4,56.19,Wartburg Indoor Invite,"Feb 16, 2019"
,"Nadesan, Kamal",SR-4,56.44,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Gilmour, Tim",SO-2,58.27,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Gilmour, Tim",SO-2,58.69,Luther Alumni Meet,"Feb 2, 2019"
,"Gilmour, Tim",SO-2,59.27,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Brunet, Chris",SR-4,1:03.77,Hilltop Invitational,"Jan 19, 2019"
,"Ahmed, Izan",FR-1,1:08.77,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
