Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"O'Reilly, Declan",SO-2,1:59.73,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"O'Reilly, Declan",SO-2,2:00.14,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Willis, Zach",FR-1,2:00.38,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Willis, Zach",FR-1,2:00.42,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"O'Reilly, Declan",SO-2,2:02.21,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"O'Reilly, Sean",SR-4,2:02.92,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"O'Reilly, Sean",SR-4,2:03.26,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Willis, Zach",FR-1,2:03.42,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"O'Reilly, Sean",SR-4,2:03.68,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Gregor, Justin",SR-4,2:03.97,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Gregor, Justin",SR-4,2:04.34,Wartburg Indoor Invite,"Feb 16, 2019"
,"O'Reilly, Declan",SO-2,2:05.68,Hilltop Invitational,"Jan 19, 2019"
,"O'Reilly, Sean",SR-4,2:06.10,Hilltop Invitational,"Jan 19, 2019"
,"Willis, Zach",FR-1,2:06.58,Hilltop Invitational,"Jan 19, 2019"
,"Gregor, Justin",SR-4,2:07.23,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"O'Reilly, Sean",SR-4,2:07.97,Wartburg Indoor Invite,"Feb 16, 2019"
,"Gregor, Justin",SR-4,2:08.33,Hilltop Invitational,"Jan 19, 2019"
,"Lorch, Robert",SO-2,2:15.88,Luther Alumni Meet,"Feb 2, 2019"
,"Gilmour, Tim",SO-2,2:27.30,Hilltop Invitational,"Jan 19, 2019"
