Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",SO-2,5:14.49,Midwest Conference Indoor Championships,"Feb 27, 2015"
,"Smith, Eva",JR-3,5:30.57,Midwest Conference Indoor Championships,"Feb 27, 2015"
