Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Seer, Diana",SR-4,10:52.71,Midwest Conference Indoor Championships,"Feb 27, 2015"
,"Luhmann, Emma",,11:06.01,Grinnell Indoor Invitational,"Feb 7, 2015"
