Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Jacobs, Tommy",SR-4,52.28,Liz Wuertz Invite,"Feb 19, 2022"
,"Jacobs, Tommy",SR-4,52.83,Darren Young Invitational,"Feb 12, 2022"
,"Jacobs, Tommy",SR-4,52.98,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"O'Reilly, Declan",SR-4,53.15,Grinnell Invitational,"Jan 29, 2022"
,"Walcher, Kyler",JR-3,55.41,Darren Young Invitational,"Feb 12, 2022"
,"Cantor, Micah",SO-2,55.47,Grinnell Invitational,"Jan 29, 2022"
,"James, Xavier",FR-1,56.21,Grinnell Invitational,"Jan 29, 2022"
,"James, Xavier",FR-1,56.82,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Rowekamp, Sam",SR-4,1:01.78,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Shumba, Tino",FR-1,1:08.89,Liz Wuertz Invite,"Feb 19, 2022"
,"Shumba, Tino",FR-1,1:09.53,Darren Young Invitational,"Feb 12, 2022"
,"Shumba, Tino",FR-1,1:10.10,Grinnell Invitational,"Jan 29, 2022"
