Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"O'Reilly, Declan",SR-4,1:57.99,Liz Wuertz Invite,"Feb 19, 2022"
,"O'Reilly, Declan",SR-4,1:58.93,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"O'Reilly, Declan",SR-4,1:59.70,Darren Young Invitational,"Feb 12, 2022"
,"Willis, Zach",SR-4,2:00.02,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Willis, Zach",SR-4,2:01.06,Liz Wuertz Invite,"Feb 19, 2022"
,"Cantor, Micah",SO-2,2:01.24,Liz Wuertz Invite,"Feb 19, 2022"
,"Cantor, Micah",SO-2,2:01.58,Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Nickeson, Andrew",JR-3,2:02.19,Grinnell Invitational,"Jan 29, 2022"
,"O'Reilly, Declan",SR-4,2:02.61,Hilltop Invitational,"Jan 22, 2022"
,"Willis, Zach",SR-4,2:02.97,Grinnell Invitational,"Jan 29, 2022"
,"Willis, Zach",SR-4,2:03.10,Hilltop Invitational,"Jan 22, 2022"
,"Cantor, Micah",SO-2,2:03.57,Hilltop Invitational,"Jan 22, 2022"
,"Harvey, Ben",SR-4,2:03.63,Grinnell Invitational,"Jan 29, 2022"
,"Boev, Ryan",FR-1,2:06.52,Liz Wuertz Invite,"Feb 19, 2022"
,"Brotman, Eli",FR-1,2:07.49,Hilltop Invitational,"Jan 22, 2022"
,"Boev, Ryan",FR-1,2:09.15,Grinnell Invitational,"Jan 29, 2022"
,"Williams, Carter",FR-1,2:10.15,Grinnell Invitational,"Jan 29, 2022"
,"Krysan, Mark",FR-1,2:16.94,Liz Wuertz Invite,"Feb 19, 2022"
