Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",SO-2,11.13m,"36' 6.25""",Walt Disney World Invitational,"Mar 22, 2013",2.0
,"Miller, Eloise",SO-2,10.95m,"35' 11.25""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.9
,"Miller, Eloise",SO-2,10.82m,"35' 6""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.9
,"Miller, Eloise",SO-2,10.73m,"35' 2.5""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.9
,"Miller, Eloise",SO-2,10.71m,"35' 1.75""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",1.3
,"Miller, Eloise",SO-2,10.63m,"34' 10.5""",2013 Jim Duncan Invitational,"Apr 12, 2013",0.2
,"Miller, Eloise",SO-2,10.49m,"34' 5""",Walt Disney World Invitational,"Mar 22, 2013",0.7
,"Miller, Eloise",SO-2,10.43m,"34' 2.75""",2013 Monmouth Fighting Scots,"May 4, 2013",1.8
,"Miller, Eloise",SO-2,10.32m,"33' 10.25""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.9
,"Miller, Eloise",SO-2,10.29m,"33' 9.25""",2013 Jim Duncan Invitational,"Apr 12, 2013",-1.7
,"Miller, Eloise",SO-2,10.19m,"33' 5.25""",Central College Open,"Apr 20, 2013",-0.1
,"Miller, Eloise",SO-2,10.16m,"33' 4""",Central College Open,"Apr 20, 2013",-0.8
,"Miller, Eloise",SO-2,10.13m,"33' 3""",Central College Open,"Apr 20, 2013",0.0
,"Miller, Eloise",SO-2,10.04m,"32' 11.25""",2013 Jim Duncan Invitational,"Apr 12, 2013",-1.7
