Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Tempest, Annie",SR,5:38.49,UNI Dome Open,"Feb 19, 2010"
,"Colter, Hannah",SR,5:44.28,UNI Dome Open,"Feb 19, 2010"
