Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Sheehan-Klenk, Julia",FR-1,1:53.32,Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Elliott-Rude, Eleanor",FR-1,1:54.08,Luther College Invitational,"Feb 5, 2022"
