Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lennon, John",SO-2,34:26.17,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Krewson, Daniel",SO-2,34:42.63,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Healey, Aidan",JR-3,35:56.71,2017 Dick Young Invitational,"Apr 22, 2017"
,"Grant, Reilly",JR-3,37:24.19,2017 Dick Young Invitational,"Apr 22, 2017"
