Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"O'Reilly, Sean",SO-2,1:59.09,Midwest Conference Outdoor Championship,"May 12, 2017"
,"O'Reilly, Sean",SO-2,2:00.09,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"O'Reilly, Sean",SO-2,2:00.49,2017 Jim Duncan Invitational,"Apr 14, 2017"
,"O'Reilly, Sean",SO-2,2:00.69,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Crail, Nathaniel",SO-2,2:01.53,2017 Cornell Invite,"Apr 8, 2017"
,"Crail, Nathaniel",SO-2,2:01.83,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Phipps, Matthew",FR-1,2:03.05,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Crail, Nathaniel",SO-2,2:03.93,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Crail, Nathaniel",SO-2,2:04.54,Midwest Conference Outdoor Championship,"May 12, 2017"
,"O'Reilly, Sean",SO-2,2:05.00,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Gregor, Justin",FR-1,2:05.62,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Gregor, Justin",FR-1,2:05.93,2017 Dick Young Invitational,"Apr 22, 2017"
,"Gregorich-Trevor, Connor",JR-3,2:06.22,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Gregor, Justin",FR-1,2:06.82,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Gregor, Justin",FR-1,2:06.97,2017 Cornell Invite,"Apr 8, 2017"
,"O'Reilly, Sean",SO-2,2:07.03,2017 Cornell Invite,"Apr 8, 2017"
,"Gregor, Justin",FR-1,2:07.74,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Collins, Sam",SO-2,2:14.87,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Collins, Sam",SO-2,2:15.35,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Collins, Sam",SO-2,2:21.14,2017 Cornell Invite,"Apr 8, 2017"
,"Brunet, Chris",SO-2,2:21.30,2017 Cornell Invite,"Apr 8, 2017"
