Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Fadden, Lucas",FR-1,6.97,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Fadden, Lucas",FR-1,7.01,Hilltop Invitational,"Jan 21, 2023"
,"Fadden, Lucas",FR-1,7.01,Darren Young Classic,"Feb 11, 2023"
,"Fadden, Lucas",FR-1,7.02,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Fadden, Lucas",FR-1,7.02,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Fadden, Lucas",FR-1,7.05,Grinnell Opener,"Dec 9, 2022"
,"Fadden, Lucas",FR-1,7.05,Hilltop Invitational,"Jan 21, 2023"
,"Fadden, Lucas",FR-1,7.07,Grinnell Invitational,"Jan 28, 2023"
,"Fadden, Lucas",FR-1,7.07,Darren Young Classic,"Feb 11, 2023"
,"Fadden, Lucas",FR-1,7.08,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Fadden, Lucas",FR-1,7.1,Grinnell Invitational,"Jan 28, 2023"
,"Hiser, Alexander",SR-4,7.15,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Hiser, Alexander",SR-4,7.18,Grinnell Invitational,"Jan 28, 2023"
,"Hiser, Alexander",SR-4,7.19,Darren Young Classic,"Feb 11, 2023"
,"Hiser, Alexander",SR-4,7.2,Hilltop Invitational,"Jan 21, 2023"
,"Hiser, Alexander",SR-4,7.21,Hilltop Invitational,"Jan 21, 2023"
,"Hiser, Alexander",SR-4,7.21,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Hiser, Alexander",SR-4,7.22,Grinnell Invitational,"Jan 28, 2023"
,"Hiser, Alexander",SR-4,7.22,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Hiser, Alexander",SR-4,7.26,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Hiser, Alexander",SR-4,7.26,Darren Young Classic,"Feb 11, 2023"
,"Fitzgerald, Keaton",FR-1,7.5,Hilltop Invitational,"Jan 21, 2023"
,"Fitzgerald, Keaton",FR-1,7.5,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Fitzgerald, Keaton",FR-1,7.5,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Fornari, Luca",SO-2,7.56,Grinnell Opener,"Dec 9, 2022"
,"Stefan, Luke",SO-2,7.56,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Stefan, Luke",SO-2,7.6,Hilltop Invitational,"Jan 21, 2023"
,"Fornari, Luca",SO-2,7.61,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Walcher, Kyler",SR-4,7.64,Hilltop Invitational,"Jan 21, 2023"
,"Fornari, Luca",SO-2,7.66,Darren Young Classic,"Feb 11, 2023"
,"Reyes, Will",FR-1,7.67,Darren Young Classic,"Feb 11, 2023"
,"Stefan, Luke",SO-2,7.67,Grinnell Invitational,"Jan 28, 2023"
,"Reyes, Will",FR-1,7.72,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Fornari, Luca",SO-2,7.73,Hilltop Invitational,"Jan 21, 2023"
,"Saldanha, John Michael",FR-1,7.74,Hilltop Invitational,"Jan 21, 2023"
,"Milenge, Moise",FR-1,7.79,Grinnell Opener,"Dec 9, 2022"
,"Reyes, Will",FR-1,7.8,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Milenge, Moise",FR-1,7.84,Hilltop Invitational,"Jan 21, 2023"
,"Reyes, Will",FR-1,7.88,Grinnell Invitational,"Jan 28, 2023"
,"Novelle, Jack",FR-1,7.92,Grinnell Invitational,"Jan 28, 2023"
,"Novelle, Jack",FR-1,7.93,Grinnell Opener,"Dec 9, 2022"
,"Novelle, Jack",FR-1,7.98,Hilltop Invitational,"Jan 21, 2023"
