Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Cantor, Micah",JR-3,1:57.94,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Cantor, Micah",JR-3,1:58.94,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Cantor, Micah",JR-3,1:59.54,Darren Young Classic,"Feb 11, 2023"
,"Robinson, Luke",FR-1,1:59.63,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Heagy, Connor",FR-1,1:59.85,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Heagy, Connor",FR-1,2:00.07,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Heagy, Connor",FR-1,2:00.88,Darren Young Classic,"Feb 11, 2023"
,"Chestovich, Andy",FR-1,2:01.47,Darren Young Classic,"Feb 11, 2023"
,"Chestovich, Andy",FR-1,2:02.54,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Snyder, James",FR-1,2:06.64,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Boev, Ryan",SO-2,2:07.39,Grinnell Invitational,"Jan 28, 2023"
,"Snyder, James",FR-1,2:07.97,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Williams, Carter",SO-2,2:08.47,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Boev, Ryan",SO-2,2:09.43,Darren Young Classic,"Feb 11, 2023"
,"Williams, Carter",SO-2,2:10.26,Grinnell Invitational,"Jan 28, 2023"
