Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Miyamoto, Keely",FR-1,17:49.81 #,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Schaefer, Emma",SR-4,18:52.52 #,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Diamond-Berman, Mira",SO-2,19:11.29 #,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Roark, Hannah",FR-1,19:33.13 #,Grinnell Invitational,"Jan 28, 2023"
,"Barba, Diana",FR-1,19:49.13 #,Grinnell Invitational,"Jan 28, 2023"
,"Ford, Sophia",SO-2,20:24.71 #,Liz Wuertz Indoor Meet,"Feb 18, 2023"
