Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",SR-4,4:43.34,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Young, Shannon",SR-4,4:48.47,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Fujiwara, Mikayla",FR-1,4:57.92,2017 Dick Young Invitational,"Apr 22, 2017"
,"Fujiwara, Mikayla",FR-1,4:58.08,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Arredondo, Nicole",SO-2,5:01.00,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Arredondo, Nicole",SO-2,5:04.49,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Arredondo, Nicole",SO-2,5:06.87,2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Yndestad, Karin",JR-3,5:08.95,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Arredondo, Nicole",SO-2,5:11.01,2017 Cornell Invite,"Apr 8, 2017"
,"LaVerdiere, Tori",FR-1,5:13.70,2017 Dick Young Invitational,"Apr 22, 2017"
,"Breunig, Madeleine",FR-1,5:22.20,2017 Cornell Invite,"Apr 8, 2017"
,"Burgess, Emily",SO-2,5:27.67,2017 Cornell Invite,"Apr 8, 2017"
,"Burgess, Emily",SO-2,5:29.07,2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Teagle, Whitney",JR-3,5:29.69,2017 Dick Young Invitational,"Apr 22, 2017"
,"Yndestad, Karin",JR-3,5:30.70,2017 Cornell Invite,"Apr 8, 2017"
,"Yndestad, Karin",JR-3,5:31.96,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Breunig, Madeleine",FR-1,5:36.72,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Nalamalapu, Vishva",FR-1,5:39.93,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Nalamalapu, Vishva",FR-1,5:43.83,2017 Dick Young Invitational,"Apr 22, 2017"
,"Okamato, Nana",FR-1,5:50.60,2017 Dick Young Invitational,"Apr 22, 2017"
,"Wynde, Sophie",SO-2,5:51.49,2017 Dick Young Invitational,"Apr 22, 2017"
,"Okamato, Nana",FR-1,5:53.32,2017 Cornell Invite,"Apr 8, 2017"
,"Nalamalapu, Vishva",FR-1,5:54.00,2017 Cornell Invite,"Apr 8, 2017"
,"Wynde, Sophie",SO-2,6:03.00,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Frankel, Lauren",SO-2,6:04.88,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Yndestad, Karin",JR-3,6:05.90,2017 Kip Janvrin Open,"Apr 27, 2017"
,"Frankel, Lauren",SO-2,6:08.61,2017 Cornell Invite,"Apr 8, 2017"
