Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Colter, Hannah",JR-3,18:50.03,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Colter, Hannah",JR-3,18:51.41,Midwest Conference Championships,"May 11, 2012"
,"Colter, Hannah",JR-3,19:22.37,Loras Open,"Apr 28, 2012"
,"Seer, Diana",FR-1,19:26.21,Dick Young Classic,"Apr 21, 2012"
,"Seer, Diana",FR-1,19:31.56,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Seer, Diana",FR-1,19:54.44,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Bayly, Alison",FR-1,20:05.26,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Bayly, Alison",FR-1,20:08.60,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Bayly, Alison",FR-1,20:23.45,Midwest Conference Championships,"May 11, 2012"
,"Vautin, Jacqueline",SO-2,20:25.96,Cornell Invitational,"Apr 14, 2012"
,"Meisles, Diane",JR-3,20:55.70,Midwest Conference Championships,"May 11, 2012"
,"Emery, Lauren",SO-2,20:57.45,Cornell Invitational,"Apr 14, 2012"
,"Nelsen, Carmen",SO-2,21:06.78,Dick Young Classic,"Apr 21, 2012"
,"Meisles, Diane",JR-3,21:27.55,Cornell Invitational,"Apr 14, 2012"
,"Nelsen, Carmen",SO-2,21:50.14,Cornell Invitational,"Apr 14, 2012"
,"Meisles, Diane",JR-3,22:00.03,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Froh, Caroline",FR-1,22:23.93,Cornell Invitational,"Apr 14, 2012"
